simulation_run|channel_efficiency|fairness_index
1|0,95636500000000002|0,99999833242320479
2|0,96532666666666667|0,99996529885472529
3|0,94490166666666664|0,99995341570611396
4|0,89638833333333334|0,99968336079945952
5|0,79847500000000005|0,99926053809635063
1|0,95633333333333337|0,99999996052804863
2|0,96618166666666672|0,99991510742561041
3|0,94591499999999995|0,99995053908730258
4|0,89290499999999995|0,99960320292922877
5|0,79527666666666674|0,99933565116541789
1|0,95680833333333337|0,99999931540373899
2|0,96434500000000001|0,99995239853071882
3|0,94667500000000004|0,99992267561426329
4|0,8915116666666667|0,99978271582336309
5|0,80043833333333336|0,99915746041556608
1|0,95582666666666671|0,9999988760528663
2|0,96418666666666675|0,99998685784331021
3|0,94461666666666677|0,99988995499800837
4|0,89448833333333333|0,99978872934542951
5|0,79480166666666663|0,99922436365966594
1|0,95661833333333346|0,99999668524647578
2|0,96478833333333336|0,99998177763661156
3|0,946295|0,99986424255701845
4|0,89531166666666662|0,9998641314327249
5|0,79932999999999998|0,99901444860750532
1|0,95680833333333337|0,99999850046157202
2|0,96440833333333342|0,99996557449173062
3|0,94296999999999997|0,99995944360688338
4|0,89746499999999996|0,9996516518662405
5|0,79651166666666662|0,99934891742917553
1|0,95655500000000004|0,99999981478701427
2|0,9656433333333333|0,99999523813858182
3|0,94376166666666672|0,99992161217363129
4|0,89401333333333344|0,99981101773053482
5|0,79375666666666667|0,9990589289495968
1|0,95620666666666676|0,99999984207038006
2|0,96542166666666662|0,99997337549061038
3|0,94604166666666667|0,99988820381296228
4|0,89980833333333332|0,99962186910146611
5|0,79439000000000004|0,99934234423261026
1|0,95582666666666671|0,99999971901297968
2|0,96532666666666667|0,99994790184135318
3|0,94518666666666662|0,99998687192086166
4|0,89471000000000001|0,99972713556209436
5|0,79546666666666666|0,99916040772668113
1|0,9569983333333334|0,99999968356825697
2|0,96472500000000005|0,99996968251805285
3|0,94471166666666673|0,99980817445983061
4|0,89543833333333334|0,99969850713452724
5|0,7993933333333334|0,99934364373948681
