simulation_run|channel_efficiency|fairness_index
1|0,86969333333333343|0,99994802670783456
2|0,82520166666666661|0,99973004094198215
3|0,73390666666666671|0,99984402397533478
4|0,57250166666666669|0,99889915801221618
5|0,36128500000000002|0,99722431850113769
1|0,8686166666666667|0,99991826346043744
2|0,824125|0,99990918447257782
3|0,73168999999999995|0,99969136342482134
4|0,57503499999999996|0,9988497617876706
5|0,36039833333333338|0,99796418702405165
1|0,86804666666666663|0,99991683081425087
2|0,82330166666666671|0,99993122577099347
3|0,7360916666666667|0,9995675644449018
4|0,5767766666666666|0,99913225573753739
5|0,36416666666666664|0,99599379289137135
1|0,86845833333333333|0,99999252130182537
2|0,82516999999999996|0,99983192112009933
3|0,73403333333333332|0,99970007829221763
4|0,57497166666666666|0,99904935705514208
5|0,36115833333333336|0,99694068169594141
1|0,86811000000000005|0,99988342968328048
2|0,82308000000000003|0,99980885382228357
3|0,73292500000000005|0,99977414654586705
4|0,57370500000000002|0,99930372370977405
5|0,36600333333333335|0,99566329730957071
1|0,87209999999999999|0,99999615533965669
2|0,82279500000000005|0,99978981225878305
3|0,73935333333333331|0,99973388801841157
4|0,57519333333333333|0,99945032047755678
5|0,3659716666666667|0,9968612036589225
1|0,86959833333333336|0,99996562805343425
2|0,82336500000000001|0,99987552359349918
3|0,73276666666666668|0,99952867220679686
4|0,57816999999999996|0,99914553320713262
5|0,36388166666666671|0,99745925016262349
1|0,87010500000000002|0,99998248341480034
2|0,82260500000000003|0,99973196014897214
3|0,73472999999999999|0,99976431291483503
4|0,5739266666666667|0,99972754572605693
5|0,36157|0,99680488991824123
1|0,87000999999999995|0,99999490742563579
2|0,82618333333333338|0,99957240989769913
3|0,73431833333333341|0,99981109504742127
4|0,57503499999999996|0,99893787604072137
5|0,35938500000000001|0,99721047745272673
1|0,86963000000000001|0,99999350275965115
2|0,82615166666666673|0,99994758852843335
3|0,73701000000000005|0,99955294619287038
4|0,57573166666666664|0,99905452003155493
5|0,36264666666666667|0,9969603831782976
